record_id,date_and_time,notificationtype,notification_title,email_body,timestamp
3376,2013-07-16T23:00:00.000,Missing Person,AMBER Alert - Mario Danner (M/H/7 months),"Alert issued 7/16/13 at 11:00 PM. The New York State Police have issued an AMBER Alert for the confirmed child abduction of Mario Danner, a Hispanic male, approximately 7 months old with black hair and brown eyes. He is approximately 20 inches long and weighs about 25 pounds. Mario was last seen wearing a gray t-shirt and black shorts at 2090 7th Avenue in Manhattan.  Mario is believed to have been abducted by Marina Lopez, a Hispanic female. Lopez is approximately 25 years old with brown hair and brown eyes. She is approximately 5 feet 6 inches tall and weighs about 130 pounds. The suspect was last seen wearing pink t-shirt, floral shorts.   The suspect is the child's non-custodial mother, who is bi-polar and has had recent outbreaks of violence. Anyone with any information on this abduction is asked to call the New York City Police Department at (866)NYS-AMBER or dial 911 to provide information on a report or sighting.   For the most up to date information, visit http://amber.ny.gov.",2013-07-16 23:00:00
3375,2013-07-16T04:10:00.000,Local Mass Transit,4 Train Restoration - Bowling Green to Atlantic Terminal (MN/BK),"Notification issued 7/16/13 at 4:10 AM. Following an earlier suspension, 4 train service has resumed between Bowling Green in Manhattan and Atlantic Avenue-Barclays Center in Brooklyn. Expect residual delays and visit http://www.mta.info for additional information.",2013-07-16 04:10:00
3374,2013-07-16T02:45:00.000,Local Mass Transit,4 Train Suspension - Bowling Green to Atlantic Terminal (MN/BK),"Notification issued 7/16/13 at 2:45 AM. There are currently no 4 trains running between Bowling Green in Manhattan and Atlantic Avenue-Barclays Center in Brooklyn due to a disabled train. Southbound 4 trains terminate at Bowling Green, and Northbound 4 trains terminate at Atlantic Avenue-Barclays Center. Expect delays and visit http://www.mta.info for additional information.",2013-07-16 02:45:00
3373,2013-07-15T23:55:00.000,Local Mass Transit,7 Train Restoration (QN/MN),"Notification issued 7/15/13 at 11:55 PM. Following an earlier suspension, 7 train service has resumed in both directions between Main Street and 74th Street in Queens. Expect residual delays and visit http://www.mta.info for updates.",2013-07-15 23:55:00
3372,2013-07-15T23:30:00.000,Local Mass Transit,7 Train Suspension (QN/MN),"Notification issued 7/15/13 at 11:30 PM. Due to an electrical problem, 7 train service is suspended in both directions between Main Street and 74th Street in Queens. Expect delays and visit http://www.mta.info for updates.",2013-07-15 23:30:00
3371,2013-07-15T17:00:00.000,Emergency Activity,Flyover Citi Field 4 NYPD Helicopters,"Notification issued 7/15/13 at 5:00 PM. Weather permitting, the NYPD Aviation Unit will conduct a flyover of Citi Field in advance of the 84th Major League Baseball All-Star Game on Tuesday, July 16th at approximately 8:00 PM. The flyover will consist of four NYPD helicopters flying in formation over the stadium.",2013-07-15 17:00:00
3370,2013-07-15T16:00:00.000,Emergency Activity,"Fireworks in Van Cortland Park - 7/16/13 (BX, MN)","Notification issued 7/15/13 at 4:00 PM. There will be a fireworks display at approximately 9:30 PM tomorrow evening, 7/16/13 in Van Cortland Park, The Bronx after the New York Philharmonic concert.",2013-07-15 16:00:00
3380,2013-07-15T11:07:00.000,Public Health,DEC Air Quality Health Advisory - Update (CW),"Notification issued on 7/17/13 at 11:07 AM. The New York State Department of Environmental Conservation has issued an Air Quality Health Advisory for New York City until 11:00 PM. Active children, adults, and people with lung disease, such as asthma, should reduce prolonged or heavy exerction outdoors. For more information visit http://www.dec.ny.gov/",2013-07-15 11:07:00
3369,2013-07-14T10:30:00.000,Emergency Activity,Fireworks Display in Central Park - 7/15/13 (MN),"Notification issued 7/14/13 at 10:30 AM. There will be a fireworks display at approximately 9:30 PM tomorrow evening, 7/15/13 in Cherry Hill, Central Park, Manhattan after the New York Philharmonic concert.",2013-07-14 10:30:00
3368,2013-07-14T08:00:00.000,zINAC * Environmental,CSO Advisory - (Citywide),"Previous 24-hour rainfall (inches) at NOAA rain gauges as of 7/14/2013 7:00AM: JFK Airport: 0 LaGuardia Airport: 0.01Central Park: 0.03  List of Advisories:   PAERDEGAT BASIN: CSO Advisory until 7/14/2013 11:00 AMNEWTOWN CREEK: CSO Advisory until 7/14/2013 9:00 AM  During and following rainfall, it is possible that combined sewer overflows containing untreated wastewater have occurred in New York City waterbodies. For more information on current CSO Waterbody Advisories, call 311 or visit http://on.nyc.gov/KqDMi2",2013-07-14 08:00:00
3367,2013-07-13T22:35:00.000,Missing Person,Missing Senior Notification - Wiktor Lempicki M/W/82 (BK),"Notification issued 7/13/13 at 10:35 PM. NYPD has issued a Missing Senior Notification for Wiktor Lempicki, male, white, 82 years old, from West 31st St and Surf Ave in Brooklyn. Mr. Lempicki is described as 5'1' tall, 170 lbs., with reddish brown hair, wearing a white striped shirt and brown pants, in good mental and physical condition, and walks with a limp. He was last seen on 7/11/13 collecting cans. A photo is attached. If you see Mr. Lempicki, please call 1-800-577-TIPS (8477) or visit http://WWW.NYPDCRIMESTOPPERS.COM.    The sender included the following attachment:  https://phx-attachments.sendwordnow.com/Attachments.aspx?token=86feca38-8d5c-49de-9b36-c952322eeacf     Or: http://bit.ly/18dWFkc",2013-07-13 22:35:00
3365,2013-07-13T17:15:00.000,Weather,Heat Advisory and Cooling Centers - 7/14 to 7/18 (CW),"Notification issued 7/13/13 at 5:15 PM. The National Weather Service has issued a Heat Advisory for New York City from noon on Sunday 7/14 until midnight Monday night, 7/15. In addition, the heat index is expected to be near or above 95 degrees through Thursday, 7/18. These conditions are dangerous to health. Avoid strenuous activity. People without air conditioning, older adults, and people with chronic health conditions are most at risk. New York City will open cooling centers beginning tomorrow, Sunday 7/14 through Thursday 7/18. For more information on avoiding heat illness, please see the attached press release. Tomorrow, visit http://www.nyc.gov/oem or call 311 for cooling center locations and hours.",2013-07-13 17:15:00
3366,2013-07-13T16:00:00.000,Emergency Activity,Fireworks Display 7/14/13 - Hudson River/Intrepid (MN),"Notification issued 7/13/13 at 6:00 PM. There will be a fireworks display tomorrow, 7/14 at the Hudson River Barge by the Intrepid at approximately 9:50 PM. In case of inclement weather, the rain date will be Monday, 7/15.",2013-07-13 16:00:00
3363,2013-07-13T13:00:00.000,Transportation,Road Closures for the 2013 Aquaphor NYC Triathlon (BX/MN),"Notification issued 7/13/13 at 1:00 PM. All northbound lanes of the Henry Hudson Parkway leading to the Bronx-bound Henry Hudson Bridge will be closed Sunday, July 14 between 4:00 AM and 12:00 PM for the biking portion of the annual Aquaphor NYC Triathlon. The southbound lanes of the Henry Hudson Bridge will remain open; however, motorists should expect delays and consider alternate routes during this event. For more information, please see the attached press release or visit http://www.nyctri.com.",2013-07-13 13:00:00
3364,2013-07-12T22:50:00.000,Missing Person,Silver Alert - Ezra Niknamfard - M/W/85 (CW),"Silver Alert issued 7/12/13 at 10:50 PM. The NYPD has issued a Silver Alert for Ezra Niknamfard, M/ W/ 85yrs old. Mr. Niknamfard was last seen 7/12/13 at 10:30AM by Queens Blvd and Yellowstone Blvd in Queens. He is described as 5'5' tall, weighing 180 pounds, last seen wearing a black and white shirt, beige pants, black shoes with glasses. If seen, please call 9-1-1.    The sender included the following attachment:   https://phx-attachments.sendwordnow.com/Attachments.aspx?token=86b3b2f5-2e0b-4090-ba78-af9b1b051102",2013-07-12 22:50:00
3362,2013-07-12T18:45:00.000,Transportation,Road Reopened Following FDNY Activity (MN),"Notification issued 7/12/13 at 6:45 PM. Following prior FDNY activity, West 35th St is reopened between 6th Ave and 7th Ave in Manhattan. Expect residual traffic delays in the area.",2013-07-12 18:45:00
3361,2013-07-12T18:00:00.000,Transportation,Road Closures & Traffic Delays due to FDNY Activity (MN),"Notification issued 7/12/13 at 6:00 PM. Due to FDNY activity, West 35th St is closed between 6th Ave and 7th Ave in Manhattan. Expect extensive traffic delays in the area, including southbound on 7th Ave and Broadway.",2013-07-12 18:00:00
3360,2013-07-12T15:55:00.000,Emergency Activity,Fireworks Display at Midland Beach - 7/13/13 (SI),"Notification issued 7/12/13 at 3:55 PM. There will be a fireworks display off of Midland Beach, Staten Island, near the Sea Turtle Circle tomorrow, 7/13/13 at 9:00 PM. In case of inclement weather, the rain date will be Sunday, 7/14/13.",2013-07-12 15:55:00
3359,2013-07-12T10:00:00.000,Emergency Activity,Fireworks Display in Central Park - 7/13/13 (MN),"Notification issued 7/12/13 at 10:00 AM. There will be a fireworks display at approximately 9:30 PM tomorrow evening, 7/13/13 in Cherry Hill, Central Park, Manhattan after the New York Philharmonic concert.",2013-07-12 10:00:00
3358,2013-07-12T00:40:00.000,Local Mass Transit,"Subway Service Restoration - 1 Train (BX, MN)","Notification issued 7/12/13 at 12:40 AM. Following an earlier incident affecting the Broadway Bridge, 1 train service has resumed up to 137 Street in Manhattan due to the scheduled track maintenance. Visit http://www.mta.info for updates.",2013-07-12 00:40:00
3357,2013-07-12T00:25:00.000,Local Mass Transit,"Subway Service Suspension - 1 Train (BX, MN)","Notification issued 7/12/13 at 12:25 AM. Due to a signal problem at the Broadway Bridge, the 1 train is suspended in both directions between 215th St. in Manhattan and 242nd St. in the Bronx. Expect delays and visit http://www.mta.info for updates.",2013-07-12 00:25:00
3356,2013-07-11T19:30:00.000,Transportation,Road Reopened Following Emergency Repairs (BX),"Notification issued 7/11/13 at 7:30 PM. Following emergency road repairs, the right and center lanes of the eastbound Bruckner Expressway are reopened at Bronx River Ave in The Bronx. Expect residual traffic delays.",2013-07-11 19:30:00
3355,2013-07-11T19:10:00.000,Local Mass Transit,PATH Train Restoration (CW),"Notification issued 7/11/13 at 7:10 PM. Following a prior power problem, PATH train service is restored between Hoboken (NJ) and World Trade Center (NYC). For more information visit http://www.panynj.gov/path.",2013-07-11 19:10:00
3354,2013-07-11T19:00:00.000,Local Mass Transit,PATH Train Suspension (CW),"Notification issued 7/11/13 at 7:00 PM. Due to a power problem, PATH train service is temporarily suspended in both directions between Hoboken (NJ) and World Trade Center (NYC). For more information visit http://www.panynj.gov/path.",2013-07-11 19:00:00
3353,2013-07-11T15:55:00.000,Transportation,Road Closure due to Emergency Repairs (BX),"Notification issued 7/11/13 at 3:55 PM. Due to emergency road repairs, the right and center lanes of the eastbound Bruckner Expressway are temporarily closed at Bronx River Ave in The Bronx. Expect extensive traffic delays and consider alternate routes.",2013-07-11 15:55:00
3352,2013-07-11T12:50:00.000,Missing Person,Missing Senior Notification Young Rae Lee (QN),"Notification issued on 7/11/13 at 12:50 PM. The NYPD has issued a Missing Senior Notification for Young Rae Lee age 66. The individual was last seen near 25th Road and 145th Street in Queens on Wednesday July 10th 2013. Young is an Asian female with black short curly hair. She was last seen wearing blue jeans, pink shirt with flowers on it, black shoes and a yellow backpack. If you see this person please contact 1-800-577-TIPS (8477). You can also submit tips at www.NYPDCRIMESTOPPERS.com.",2013-07-11 12:50:00
3351,2013-07-11T04:30:00.000,Missing Person,Missing Senior Notification - Lilia Rodriguez F/Hispanic/75 (QN),"Notification issued 7/11/13 at 4:30 AM. NYPD has issued a Missing Senior Notification for the disappearance of Lilia Rodriguez, female, Hispanic, 75 years old, from 83rd Street and 54th Avenue in Queens. Mrs. Rodriguez is described as 5'2' tall, 170 lbs. She was last seen wearing a white shirt with red and white stripes, black pants, carrying a black purse on July 10th around 4:00 PM. A photo is attached. If seen, please call 1-800-577-TIPS (8477) or visit http://WWW.NYPDCRIMESTOPPERS.COM.    The sender included the following attachment:  https://phx-attachments.sendwordnow.com/Attachments.aspx?token=1a6268ad-7f57-4930-9f54-389fa0bc1e1d",2013-07-11 04:30:00
3350,2013-07-10T19:50:00.000,Missing Person,NYS Vulnerable Adult - John Mavrakakis - M/W/69 (CW),"Notification issued 7/10/13 at 7:50 PM. The New York State Division of Criminal Justice Services has issued a Vulnerable Adult Alert for the disappearance of John Mavrakakis, male, white, age 69, from West Hempstead, New York. Mr. Mavrakakis is described as 6' tall, 170 lbs., with gray hair and brown eyes, wearing a blue plaid short sleeve shirt, blue jeans, and brown shoes. He suffers from dementia and may be in need of medical attention. He was last seen traveling east bound on the Southern State Parkway, driving a gray 2001 Toyota Camry with New York registration CNP3831. A photo is attached; if you see Mr. Mavrakakis, please call 516-573-7347 or 9-1-1.    The sender included the following attachment:  https://phx-attachments.sendwordnow.com/Attachments.aspx?token=1e8a83b6-0f9c-43d0-8e76-afb76d0a18ab    Or: http://bit.ly/15gJs7E",2013-07-10 19:50:00
3349,2013-07-10T12:00:00.000,zINAC * Drills / Exercises,CERT Fire Exercise - 7/11 (BK),"Notification issued 7/10/13 at 12:00 PM. As part of a CERT training class, there will be a fire exercise outside 165 Cadman Plaza East tomorrow 7/11 starting at 6:30 PM in Brooklyn. Expect to see FDNY and NYPD personnel in action. To learn more about CERT visit NYC.gov/CERT.",2013-07-10 12:00:00
